25,C++,5,72.34,3,1,1,No,NoPay
468,Python;Java,1,61.39,8,3,1,No,NoPay
540,Data Analysis;C++;SQL,2,70.2,1,1,1,No,NoPay
532,Data Analysis;C++,2,71.69,0,2,1,No,NoPay
619,SQL,3,68.01,7,0,1,No,NoPay
695,Data Analysis;SQL,3,93.89,2,0,1,No,NoPay
927,SQL;Data Analysis,5,94.39,3,1,0,No,NoPay
339,C++,4,65.17,5,2,0,No,NoPay
52,Data Analysis,1,61.49,9,1,0,No,NoPay
508,SQL;Data Analysis;Machine Learning,4,84.72,3,0,0,No,NoPay
517,Machine Learning;Python;Data Analysis,4,73.84,4,0,0,No,NoPay
921,Data Analysis,2,85.46,8,1,1,No,NoPay
782,Data Analysis,5,81.49,9,1,0,No,NoPay
265,Java;C++,3,76.32,1,0,1,No,NoPay
818,Data Analysis;Java,0,63.09,0,0,1,No,NoPay
711,C++,3,67.19,9,0,1,No,NoPay
683,C++;SQL,5,62.94,1,0,0,No,NoPay
833,Machine Learning,3,92.53,7,1,1,No,NoPay
519,Python;Data Analysis;SQL,3,98.04,7,2,0,No,NoPay
448,Python;SQL,3,71.67,9,4,1,No,NoPay
19,Machine Learning;Python,1,90.56,9,4,1,Yes,150
716,SQL,3,83.72,8,4,1,No,NoPay
484,Machine Learning;SQL;C++,5,77.05,3,2,1,No,NoPay
569,Python;C++;Java,0,83.66,1,0,1,No,NoPay
434,Data Analysis;SQL;C++,4,95.06,4,4,0,No,NoPay
368,SQL;Machine Learning;C++,3,67.53,4,3,0,No,NoPay
84,SQL;C++,5,69.09,3,4,0,No,NoPay
62,Machine Learning,4,93.45,3,1,1,No,NoPay
639,Java;Python,1,90.02,4,0,1,No,NoPay
273,C++;Data Analysis;Java,1,86.44,9,4,0,No,NoPay
286,SQL;Machine Learning,0,88.77,8,2,1,No,NoPay
361,SQL;Machine Learning;Data Analysis,0,89.92,4,4,1,No,NoPay
355,Machine Learning;Java;Data Analysis,4,68.46,9,4,0,No,NoPay
457,SQL,4,79.53,9,2,1,No,NoPay
279,C++;Machine Learning,0,87.53,2,3,0,No,NoPay
13,C++;SQL;Machine Learning,5,84.77,6,3,0,No,NoPay
183,SQL;C++;Machine Learning,2,95.57,8,4,0,No,NoPay
369,C++,0,68.48,7,2,1,No,NoPay
882,Machine Learning;C++,2,94.05,6,2,1,No,NoPay
616,SQL;Python,2,83.99,1,1,1,No,NoPay
224,C++;Data Analysis,0,71.82,7,1,1,No,NoPay
573,Python;Machine Learning;Java,3,99.21,6,0,1,Yes,150
971,Machine Learning;C++;SQL,4,65.29,0,4,1,No,NoPay
654,Machine Learning;C++,4,70.62,0,4,1,No,NoPay
546,Java,1,96.87,6,0,1,No,NoPay
583,Python;Machine Learning,5,68.44,9,3,0,No,NoPay
634,C++,2,94.48,2,1,0,No,NoPay
177,SQL;Machine Learning;Java,3,92.0,3,2,1,No,NoPay
666,Data Analysis;SQL,3,86.3,8,3,0,No,NoPay
674,Java,1,82.97,6,4,1,No,NoPay
586,Data Analysis;Python;SQL,0,63.12,8,4,0,No,NoPay
874,Data Analysis;C++;SQL,3,97.14,8,0,0,No,NoPay
394,SQL;C++,4,67.71,9,4,1,No,NoPay
164,Data Analysis;Machine Learning,5,82.33,5,0,1,No,NoPay
249,SQL,2,76.92,6,2,0,No,NoPay
635,Machine Learning;Python;Java,2,76.97,5,3,1,Interview,NoPay
886,Data Analysis,0,61.61,0,2,1,No,NoPay
670,SQL;Machine Learning;C++,4,76.76,6,3,1,No,NoPay
376,Data Analysis;Java;C++,0,96.38,7,0,0,No,NoPay
413,Data Analysis;Python;C++,1,92.12,3,0,0,No,NoPay
75,Data Analysis;Python;Java,5,98.4,5,4,0,No,NoPay
114,Machine Learning,4,78.85,2,4,0,No,NoPay
599,Data Analysis,2,74.03,0,2,1,No,NoPay
962,C++;Data Analysis,1,85.13,8,2,1,No,NoPay
391,Python;C++;Java,0,71.08,4,4,1,No,NoPay
105,Data Analysis;Machine Learning;Python,0,83.24,9,2,1,Interview,NoPay
115,Python;Machine Learning;Data Analysis,1,61.07,5,0,0,No,NoPay
418,Python;Machine Learning,1,91.63,9,3,1,Yes,125
526,Data Analysis;SQL;Python,1,86.8,0,0,1,No,NoPay
458,Java,1,86.11,3,0,1,No,NoPay
410,Machine Learning;SQL,3,82.73,7,2,0,No,NoPay
93,Machine Learning;Python,1,66.88,9,3,0,No,NoPay
931,Machine Learning,1,60.51,6,3,1,No,NoPay
90,C++;Java;Data Analysis,4,91.38,6,0,1,No,NoPay
337,Machine Learning,2,71.67,6,2,0,No,NoPay
989,Machine Learning;C++;Python,5,74.56,5,1,0,No,NoPay
922,Data Analysis,0,87.57,5,2,1,No,NoPay
934,Machine Learning;Data Analysis,0,91.21,5,0,1,No,NoPay
606,C++;SQL,2,98.56,8,2,0,No,NoPay
594,Python,5,98.53,3,4,0,No,NoPay
612,Java,2,90.61,1,1,1,No,NoPay
95,Python;Data Analysis;Java,3,93.31,7,1,0,No,NoPay
12,SQL;Python;Java,2,60.7,7,0,0,No,NoPay
397,Java,2,92.81,6,4,0,No,NoPay
534,Machine Learning;Java,4,82.12,5,1,1,No,NoPay
44,C++;Python;Machine Learning,2,70.66,0,1,0,No,NoPay
43,Java;Data Analysis,4,78.82,1,1,0,No,NoPay
330,C++,5,79.62,6,2,1,No,NoPay
168,C++;SQL;Machine Learning,3,81.91,9,4,1,No,NoPay
498,SQL;C++,1,80.97,8,2,0,No,NoPay
877,Data Analysis,5,70.88,2,0,1,No,NoPay
598,C++;Java;Machine Learning,4,85.86,6,4,1,No,NoPay
757,Java;SQL;Machine Learning,4,62.53,4,3,0,No,NoPay
101,Data Analysis;Machine Learning,4,67.3,5,4,1,No,NoPay
427,C++,1,63.39,7,2,1,No,NoPay
179,C++;Java;SQL,5,72.17,3,0,0,No,NoPay
445,Machine Learning;Java,3,65.09,8,0,1,No,NoPay
417,Data Analysis;Python;SQL,0,82.75,9,0,1,No,NoPay
871,Python;Data Analysis;C++,1,88.2,7,2,0,No,NoPay
883,Java,2,77.33,4,3,0,No,NoPay
681,Python;Machine Learning,1,66.11,5,3,0,No,NoPay
178,C++,0,93.37,7,3,0,No,NoPay
396,C++;Machine Learning;Java,1,73.12,5,3,0,No,NoPay
912,Java;SQL,0,66.87,9,1,1,No,NoPay
794,Data Analysis;SQL;C++,3,90.26,8,0,0,No,NoPay
961,C++;Python,3,60.89,6,4,1,No,NoPay
685,Data Analysis,3,73.51,9,2,0,No,NoPay
384,C++;Python;SQL,1,63.8,3,1,1,No,NoPay
957,Data Analysis;C++;Java,2,61.95,2,4,1,No,NoPay
752,Python;Data Analysis;C++,4,67.48,2,2,1,No,NoPay
258,C++;Python,3,60.71,7,4,1,No,NoPay
539,C++;Machine Learning;Data Analysis,1,64.92,9,4,0,No,NoPay
336,Data Analysis;C++;SQL,2,97.87,7,0,0,No,NoPay
16,Python;SQL,3,95.97,1,4,1,No,NoPay
325,Machine Learning;Data Analysis,2,67.17,9,4,1,No,NoPay
759,C++;Machine Learning;SQL,2,61.26,8,3,1,No,NoPay
223,Java;C++;Data Analysis,0,90.67,2,4,1,No,NoPay
180,Machine Learning;Python,0,78.76,2,0,1,Interview,NoPay
984,Machine Learning;Data Analysis,3,99.47,8,1,0,No,NoPay
23,Python;Data Analysis;Java,3,77.25,1,4,1,No,NoPay
357,C++;Python;Java,4,91.48,6,4,1,No,NoPay
667,C++;Machine Learning,5,60.63,8,0,1,No,NoPay
862,Machine Learning,5,77.66,7,0,1,No,NoPay
341,Data Analysis;Python,0,88.48,2,2,1,No,NoPay
432,SQL,4,85.15,9,0,0,No,NoPay
552,SQL;Java,1,83.21,6,2,1,No,NoPay
834,C++;Data Analysis;SQL,4,63.95,4,3,1,No,NoPay
204,Data Analysis,5,76.19,3,2,0,No,NoPay
631,Python,4,83.73,5,0,0,No,NoPay
94,Data Analysis,0,76.83,0,2,0,No,NoPay
559,SQL;Java;C++,2,77.87,4,1,0,No,NoPay
69,Machine Learning;C++,1,73.14,3,4,0,No,NoPay
623,SQL,4,71.39,1,3,1,No,NoPay
285,Data Analysis,0,84.51,4,3,1,No,NoPay
845,Data Analysis;Machine Learning,2,85.71,4,1,0,No,NoPay
435,SQL;Python;Java,3,94.09,8,3,0,No,NoPay
154,SQL;C++;Java,4,61.85,7,2,1,No,NoPay
76,Python,4,73.4,0,3,1,No,NoPay
731,SQL,5,75.65,4,1,1,No,NoPay
447,Machine Learning;C++,1,70.86,6,4,1,No,NoPay
189,Python,2,64.06,3,0,0,No,NoPay
272,Java;Python;Data Analysis,3,65.74,1,3,1,No,NoPay
237,Data Analysis,4,69.74,8,3,0,No,NoPay
488,SQL;C++,3,81.25,3,2,1,No,NoPay
118,Data Analysis,3,77.16,7,0,0,No,NoPay
944,Data Analysis,4,79.03,9,3,0,No,NoPay
513,Machine Learning;Java;C++,1,95.29,3,4,1,No,NoPay
826,SQL,5,78.36,8,4,0,No,NoPay
592,C++;Java,0,98.83,0,0,1,No,NoPay
127,SQL;Java,5,87.31,1,4,1,No,NoPay
117,Machine Learning;SQL;Data Analysis,0,87.44,8,2,1,No,NoPay
474,Data Analysis;Machine Learning;SQL,0,75.83,6,0,1,No,NoPay
694,Data Analysis,0,68.94,7,4,0,No,NoPay
58,Python;Data Analysis,3,95.16,1,1,1,No,NoPay
864,Machine Learning,2,80.87,2,4,0,No,NoPay
913,Python;C++;SQL,3,74.33,5,0,0,No,NoPay
370,C++;SQL;Machine Learning,3,73.61,9,4,0,No,NoPay
269,SQL,5,99.93,8,3,0,No,NoPay
47,C++;Machine Learning,1,95.31,5,1,1,No,NoPay
350,SQL;Machine Learning;C++,0,76.52,8,2,0,No,NoPay
196,Data Analysis;Python;Machine Learning,2,67.56,6,1,0,No,NoPay
1000,Machine Learning;C++;Python,4,98.08,8,4,1,Yes,150
835,C++,5,62.78,4,0,0,No,NoPay
737,SQL,3,98.98,5,0,1,No,NoPay
264,SQL,2,78.16,3,4,0,No,NoPay
444,Data Analysis;Machine Learning,2,91.93,0,3,1,No,NoPay
676,Python,2,71.55,5,0,0,No,NoPay
305,Machine Learning;Data Analysis,4,95.05,0,4,0,No,NoPay
342,SQL,3,89.67,2,3,0,No,NoPay
967,Java;Python;C++,5,74.86,7,2,0,No,NoPay
150,Python;SQL;C++,5,79.8,1,2,0,No,NoPay
125,SQL,2,99.66,5,0,0,No,NoPay
787,Data Analysis;Java,0,71.56,0,1,1,No,NoPay
51,Java;C++,5,68.6,0,2,1,No,NoPay
354,Python,5,67.57,3,2,1,No,NoPay
928,C++;Data Analysis;Python,2,91.11,9,2,1,No,NoPay
143,Python,3,62.24,9,0,0,No,NoPay
471,Machine Learning;Data Analysis,0,65.48,3,4,1,No,NoPay
400,Machine Learning;Java,4,60.55,9,3,1,No,NoPay
626,Python,4,60.38,8,2,0,No,NoPay
321,Data Analysis,2,93.98,0,3,1,No,NoPay
20,Python;Machine Learning,3,63.35,9,2,0,No,NoPay
810,Data Analysis;Machine Learning;Java,0,90.97,1,4,1,No,NoPay
791,SQL;C++;Machine Learning,0,94.91,3,1,1,No,NoPay
809,Python,5,74.1,6,4,1,No,NoPay
408,C++,5,90.35,9,4,0,No,NoPay
538,SQL,0,98.52,3,0,1,No,NoPay
621,Python;SQL,4,93.71,8,3,0,No,NoPay
39,SQL,3,60.29,6,4,0,No,NoPay
